"FileName","Url","FileType","SiteUrl","LibraryTitle","FolderPath","DocNumber","Description","Modified1","SizeBytes","UniqueId","ListId","ItemId","SearchText","WBS Description","Doc Type","FullTitleText","Main Group","Sub Group","Revision","Status","blobData","Company","SummaryText","DocKey","Sub_Vendor","AISummary","AISummarizedOn","AIKeywords","Discipline","FileLink","MDDRKey"
"6105AK124-0000-ETMP-0017.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ETMP-0017.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ETMP-0017","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","8/20/2012","165,321",,,,"6105AK124-0000-ETMP-0017",,"Hook-Up Drawing","General - Hook-Up Drawing - Cable Tagging detail - Template
",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ETMP-0017.pdf","Other","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","6105AK124-0000-ETMP-0017",,,,,"Electrical",,
"6105AK038-5630-MD05-0006_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5630-MD05-0006_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-5630-MD05-0006_0","8 ROOF PLAN SCALE 1:20 A1 A1 SECTION 'A-A' SCALE 1:10 ITEM 2 SCALE 1:10 ITEM 9 10 OFF REQ'D SCALE 1:10 - All measurements are to be confirmed before work is<ddd/>","12/11/2024","532,517",,,,"6105AK038-5630-MD05-0006_0","5630 - Potable Water Treatment Plant","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Potable Water Treatment Plant - E-House - Roof Structure Detail - Sht.1 of 1","E-House","Details Drawing","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5630-MD05-0006_0.pdf","PPE Technologies","8 ROOF PLAN SCALE 1:20 A1 A1 SECTION 'A-A' SCALE 1:10 ITEM 2 SCALE 1:10 ITEM 9 10 OFF REQ'D SCALE 1:10 - All measurements are to be confirmed before work is<ddd/>","6105AK038-5630-MD05-0006_0",,,,,"MECHANICAL",,
"6105AK124-0000-ETMP-0004.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ETMP-0004.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ETMP-0004","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","8/20/2012","195,754",,,,"6105AK124-0000-ETMP-0004",,"Hook-Up Drawing","General - Hook-Up Drawing - 63A Welding Socket 2 - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ETMP-0004.pdf","Other","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","6105AK124-0000-ETMP-0004",,,,,"Electrical",,
"6105AK038-7177-ID12-0075_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-7177-ID12-0075_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-7177-ID12-0075_0","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","1/12/2026","319,146",,,,"6105AK038-7177-ID12-0075_0","7177 - Off-Site Fan Sediments Bore Field 41","D12 - Drawing – Instrument","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 41 - Instrument Loop Drawing  7177-X-807 - ","Loop Drawing","Drawing","0","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-7177-ID12-0075_0",,,,,"INSTRUMENTATION",,
"6105AK038-5630-FD05-0037_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-5630-FD05-0037_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","AUTOMATION","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION","6105AK038-5630-FD05-0037_0","5630-PWTP RIO PANEL 2_V15.0_20250409082544 5630-PWTP RIO PANEL 2_V15.0_20250409082544 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. ","1/5/2026","92,767",,,,"6105AK038-5630-FD05-0037_0","5630 - Potable Water Treatment Plant","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Potable Water Treatment Plant - PWTP Remote IO Panel 1 - 5630-RIO-001 Ethernet & Fiber Networks  - Sht.13  of 14","Panel 1","Remote IO","0","Approved",,"PPE Technologies","5630-PWTP RIO PANEL 2_V15.0_20250409082544 5630-PWTP RIO PANEL 2_V15.0_20250409082544 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. ","6105AK038-5630-FD05-0037_0",,,,,"AUTOMATION",,
"6105AK038-5630-MD01-0002_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5630-MD01-0002_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-5630-MD01-0002_0","2 FLOOR LEVEL ELEVATION SIDE VIEW SINGLE DOOR DOUBLE DOOR SINGLE DOOR DOUBLE DOOR SINGLE DOOR MOVABLE PARTITIONING MOVABLE PARTITIONING - All measurements are to be confirmed<ddd/>","11/5/2024","724,088",,,,"6105AK038-5630-MD01-0002_0","5630 - Potable Water Treatment Plant","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - Potable Water Treatment Plant - E-House - General Arrangement - Sht.1 of 1","E-House","General Arrangement","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5630-MD01-0002_0.pdf","PPE Technologies","2 FLOOR LEVEL ELEVATION SIDE VIEW SINGLE DOOR DOUBLE DOOR SINGLE DOOR DOUBLE DOOR SINGLE DOOR MOVABLE PARTITIONING MOVABLE PARTITIONING - All measurements are to be confirmed<ddd/>","6105AK038-5630-MD01-0002_0",,,,,"MECHANICAL",,
"6105AK124-0000-ETMP-0029.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ETMP-0029.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ETMP-0029","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","8/20/2012","214,541",,,,"6105AK124-0000-ETMP-0029",,"Hook-Up Drawing","General - Hook-Up Drawing - Flourescent Bulk Head Fitting Pole mount - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ETMP-0029.pdf","Other","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","6105AK124-0000-ETMP-0029",,,,,"Electrical",,
"6105AK038-5630-FD01-0002_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-5630-FD01-0002_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","AUTOMATION","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION","6105AK038-5630-FD01-0002_0","5630-PWTP RIO PANEL 2_V15.0_20250409082544 5630-PWTP RIO PANEL 2_V15.0_20250409082544 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. ","1/5/2026","552,084",,,,"6105AK038-5630-FD01-0002_0","5630 - Potable Water Treatment Plant","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - Potable Water Treatment Plant - PWTP Remote IO Panel 1 Overall Layout-Drawing – General Arrangement - Sht. 1 of 14","Panel 1","Remote IO","0","Approved",,"PPE Technologies","5630-PWTP RIO PANEL 2_V15.0_20250409082544 5630-PWTP RIO PANEL 2_V15.0_20250409082544 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. ","6105AK038-5630-FD01-0002_0",,,,,"AUTOMATION",,
"6105AK038-6180-CD05-0008_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/CIVIL/6105AK038-6180-CD05-0008_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","CIVIL","https://ppetechcoza.sharepoint.com/sites/ENG2/CIVIL","6105AK038-6180-CD05-0008_0","5 This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any other<ddd/>","12/8/2025","405,577",,,,"6105AK038-6180-CD05-0008_0","6180 - On-site Village Accommodation","D05 - Drawing – Details Drawing","Detailed Design - Early Works - On-site Village Accommodation  - Control Room - Rebar Bending Schedule - Sht.1 of 3","Control Room","Rebar Bending Schedule","0","Approved",,"PPE Technologies","5 This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any other<ddd/>","6105AK038-6180-CD05-0008_0",,,,,"CIVIL",,
"6105AK124-0000-ETMP-0025.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ETMP-0025.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ETMP-0025","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","8/20/2012","179,485",,,,"6105AK124-0000-ETMP-0025",,"Hook-Up Drawing","General - Hook-Up Drawing - Emergency Stop Mounted on Channel - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ETMP-0025.pdf","Other","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","6105AK124-0000-ETMP-0025",,,,,"Electrical",,
"6105AK038-5530-ED05-0048_1.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-5530-ED05-0048_1.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-5530-ED05-0048_1","Layout1 This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","1/7/2026","516,731",,,,"6105AK038-5530-ED05-0048_1","5530 - Village Sewage Effluent Treatment","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Village Sewage Effluent Treatment - Earthing Arrangement - Sht. 1 of 1","Earthing Arrangement","Earthing Arrangement","1","Approved",,"PPE Technologies","Layout1 This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-5530-ED05-0048_1",,,,,"ELECTRICAL",,
"6105AK038-5630-MD05-0001_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5630-MD05-0001_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-5630-MD05-0001_0","3 ITEM 13 12mm PLATE 9 OFF ITEM 14 12mm PLATE 4 OFF ITEM 16 10mm PLATE 44 OFF ITEM 17 20mm PLATE 4 OFF ITEM 13 12mm PLATE 9 OFF ITEM 14 12mm PLATE 4 OFF ITEM 16 10mm PLATE 44 OFF<ddd/>","12/11/2024","807,305",,,,"6105AK038-5630-MD05-0001_0","5630 - Potable Water Treatment Plant","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Potable Water Treatment Plant - E-House - Enclosure Structure Detail - Sht.1 of 4","E-House","Details Drawing","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-5630-MD05-0001_0.pdf","PPE Technologies","3 ITEM 13 12mm PLATE 9 OFF ITEM 14 12mm PLATE 4 OFF ITEM 16 10mm PLATE 44 OFF ITEM 17 20mm PLATE 4 OFF ITEM 13 12mm PLATE 9 OFF ITEM 14 12mm PLATE 4 OFF ITEM 16 10mm PLATE 44 OFF<ddd/>","6105AK038-5630-MD05-0001_0",,,,,"MECHANICAL",,
"6105AK124-0000-ETMP-0020.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ETMP-0020.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ETMP-0020","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","8/20/2012","204,599",,,,"6105AK124-0000-ETMP-0020",,"Hook-Up Drawing","General - Hook-Up Drawing - Earthing for conveyor foundation - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ETMP-0020.pdf","Other","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","6105AK124-0000-ETMP-0020",,,,,"Electrical",,
"6105AK038-6180-ED18-0201_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL/6105AK038-6180-ED18-0201_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","ELECTRICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/ELECTRICAL","6105AK038-6180-ED18-0201_0","6180-UPP 01 6180-UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","1/16/2026","64,243",,,,"6105AK038-6180-ED18-0201_0","6180 - On-site Village Accommodation","D18 - Bill of Material/Quantity (BoM)","Detailed Design - Early Works - On-site Village Accommodation - UPP DB  Summarized Material List  - Sht.4 of 17","UPP","Summarized Parts List","0","Approved",,"PPE Technologies","6180-UPP 01 6180-UPP 01 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN LEAD ENG. ENG. A1 NOTES: - All<ddd/>","6105AK038-6180-ED18-0201_0",,,,,"ELECTRICAL",,
"6105AK038-7177-ID12-0081_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-7177-ID12-0081_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-7177-ID12-0081_0","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","1/12/2026","319,292",,,,"6105AK038-7177-ID12-0081_0","7177 - Off-Site Fan Sediments Bore Field 41","D12 - Drawing – Instrument","Detailed Design - Early Works - Off-Site Fan Sediments Bore Field 41 - Instrument Loop Drawing  7177-X-813 - ","Loop Drawing","Drawing","0","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-7177-ID12-0081_0",,,,,"INSTRUMENTATION",,
"6105AK124-0000-ETMP-0037.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ETMP-0037.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ETMP-0037","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","8/20/2012","175,665",,,,"6105AK124-0000-ETMP-0037",,"Hook-Up Drawing","General - Hook-Up Drawing - Electrical Lighting DB Mounting detail 1 - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ETMP-0037.pdf","Other","S:\Sishen South Users\Electrical - Northern Cape Ramp Up\Drawings\New Typicals\Installation Typicals\AutoCad Files\P0000-X-X000<ddd/>","6105AK124-0000-ETMP-0037",,,,,"Electrical & Instrumentation",,
"6105AK038-5530-FD05-0018_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-5530-FD05-0018_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","AUTOMATION","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION","6105AK038-5530-FD05-0018_0","SEWERAGE TREATMNENT PLANT 2 SEWERAGE TREATMNENT PLANT 2 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN<ddd/>","12/13/2025","131,436",,,,"6105AK038-5530-FD05-0018_0","5530 - Village Sewage Effluent Treatment","D05 - Drawing – Details Drawing","Detailed Design - Early Works - Village Sewage Effluent Treatment - Ethernet & Fiber Networks - Sht. 20 of 26","PLC Panel","Ethernet & Fiber Networks","0","Approved","https://ppetechcoza.sharepoint.com/sites/ENG2/AUTOMATION/6105AK038-5530-FD05-0018_0.pdf","PPE Technologies","SEWERAGE TREATMNENT PLANT 2 SEWERAGE TREATMNENT PLANT 2 DRG No. JOB No. REV. DRAWING TITLE SCALE DRAWN DATE DRG No DATE REV DESIGN CLIENT APP'D PROJ. APP'D DESIGN APP'D CHK'D DRN<ddd/>","6105AK038-5530-FD05-0018_0",,,,,"AUTOMATION",,
